gene_id,gene_name,description,ath_gene_id,ath_alias,gene_name_figs
Zm00001d038363,Zm00001d038363,Putative oxidoreductase%2C aldo/keto reductase family protein,AT2G37790,AKR4C10,Zm00001d038363 (AKR4C10)
Zm00001d038365,Zm00001d038365,Aldo-keto reductase family 4 member C9,AT2G37790,AKR4C10,Zm00001d038365 (AKR4C10)
Zm00001d038366,glycerol-3-phosphate acyltransferase11,Glycerol-3-phosphate acyltransferase 5,AT3G11430,GPAT5,glycerol-3-phosphate acyltransferase11 (GPAT5)
Zm00001d038367,palmitoyltransferase 4,Palmitoyltransferase PFA4,AT3G09320,,palmitoyltransferase 4
Zm00001d038368,peptidyl-prolyl cis-trans isomerase2,Peptidyl-prolyl cis-trans isomerase,AT3G55520,,peptidyl-prolyl cis-trans isomerase2
Zm00001d038371,laccase2,Putative laccase family protein,AT5G60020,LAC17,laccase2 (LAC17)
Zm00001d038372,Zm00001d038372,Expressed protein;  protein,AT3G55420,,Zm00001d038372
Zm00001d038373,Zm00001d038373,O-fucosyltransferase family protein,AT2G01480,,Zm00001d038373
Zm00001d038374,Zm00001d038374,60S ribosomal protein L36,AT2G37600,,Zm00001d038374
Zm00001d038375,Zm00001d038375,Cysteine--tRNA ligase 1 cytoplasmic,AT2G31170,SYCO ARATH,Zm00001d038375 (SYCO ARATH)
Zm00001d038376,ubiquitin-conjugating enzyme7,ubiquitin carrier protein 7,AT5G59300,UBC7,ubiquitin-conjugating enzyme7 (UBC7)
Zm00001d038377,PIF/Ping-Pong transposase family protein 2,PIF / Ping-Pong family of plant transposases,AT3G55350,,PIF/Ping-Pong transposase family protein 2
Zm00001d038378,Coatomer subunit zeta-1,Coatomer subunit zeta-1,AT4G08520,,Coatomer subunit zeta-1
Zm00001d038379,zinc finger protein3,Zinc finger protein ZAT11,AT5G03510,,zinc finger protein3
Zm00001d038380,ras-related protein8A2,Ras-related protein RABE1c,AT3G46060,RABE1c,ras-related protein8A2 (RABE1c)
Zm00001d038381,Zm00001d038381,Histone H2A,AT5G02560,HTA12,Zm00001d038381 (HTA12)
Zm00001d038384,Zm00001d038384,Secologanin synthase,AT3G14680,CYP72A14,Zm00001d038384 (CYP72A14)
Zm00001d038387,Zm00001d038387,plant-specific domain TIGR01589 family protein expressed,AT5G02580,,Zm00001d038387
Zm00001d038388,Zm00001d038388,Probable membrane-associated kinase regulator 4,AT2G39370,MAKR4,Zm00001d038388 (MAKR4)
Zm00001d038389,phosphatidate phosphatase 1,Phosphatidate phosphatase PAH1,AT3G09560,PAH1,phosphatidate phosphatase 1 (PAH1)
Zm00001d038392,Zm00001d038392,Lung seven transmembrane receptor family protein,AT3G09570,,Zm00001d038392
Zm00001d038393,Zm00001d038393,Putative SAC3/GANP family protein,AT2G39340,SAC3A,Zm00001d038393 (SAC3A)
Zm00001d038394,protein kinase APK1,Receptor-like kinase LIP2,AT3G07070,,protein kinase APK1
Zm00001d038395,IQ-domain 27,IQ-domain 3,AT3G09710,IQD1,IQ-domain 27 (IQD1)
Zm00001d038396,Zm00001d038396,Putative PWWP domain family protein,AT5G02950,,Zm00001d038396
Zm00001d038397,NF-YB homolog,NF-YB homolog,AT4G14540,NF-YB3,NF-YB homolog (NF-YB3)
Zm00001d038400,Zm00001d038400,Putative nucleoside phosphatase GDA1/CD39 family protein,AT4G19180,AtAPY7,Zm00001d038400 (AtAPY7)
Zm00001d038404,Zm00001d038404,Ypt/Rab-GAP domain of gyp1p superfamily protein,AT3G55020,,Zm00001d038404
Zm00001d038405,Zm00001d038405,Ypt/Rab-GAP domain of gyp1p superfamily protein,AT3G55020,,Zm00001d038405
Zm00001d038406,Zm00001d038406,Galactose oxidase/kelch repeat superfamily protein,AT2G36360,,Zm00001d038406
Zm00001d038407,CO CO-LIKE TIMING OF CAB1 protein domain39,Protein NETWORKED 2D,AT1G63820,,CO CO-LIKE TIMING OF CAB1 protein domain39
Zm00001d038409,calcium dependent protein kinase24,Calcium-dependent protein kinase 13,AT3G51850,CPK13,calcium dependent protein kinase24 (CPK13)
Zm00001d038411,Zm00001d038411,GDSL esterase/lipase,AT2G31540,,Zm00001d038411
Zm00001d038412,ammonium transporter6,Ammonium transporter 2,AT2G38290,ATAMT2,ammonium transporter6 (ATAMT2)
Zm00001d038419,Zm00001d038419,Heavy metal transport/detoxification superfamily protein,AT2G37390,NAKR2,Zm00001d038419 (NAKR2)
Zm00001d038420,Zm00001d038420,RING-H2 finger protein ATL66,AT3G11110,,Zm00001d038420
Zm00001d038421,Zm00001d038421,Anaphase-promoting complex subunit 1,AT5G05560,EMB2771,Zm00001d038421 (EMB2771)
Zm00001d038426,Zm00001d038426,DUF674 family protein,AT5G43240,,Zm00001d038426
Zm00001d038427,Zm00001d038427,Leucine-rich repeat protein kinase family protein,,,Zm00001d038427
Zm00001d038430,Zm00001d038430,Histone H3 K4-specific methyltransferase SET7/9 family protein,AT1G21920,,Zm00001d038430
Zm00001d038431,Zm00001d038431,Putative RING/U-box superfamily protein,AT3G58030,,Zm00001d038431
Zm00001d038432,Zm00001d038432,Putative leucine-rich repeat transmembrane protein kinase family protein,AT4G18640,MRH1,Zm00001d038432 (MRH1)
Zm00001d038434,Zm00001d038434,PPR repeat protein,AT2G33760,,Zm00001d038434
Zm00001d038436,pyrabactin resistance-like4,Abscisic acid receptor PYL5,AT2G38310,RCAR10,pyrabactin resistance-like4 (RCAR10)
Zm00001d038437,"zinc-regulated, iron-regulated transporter-like protein10",Zinc transporter 3,AT2G32270,ZIP3,"zinc-regulated, iron-regulated transporter-like protein10 (ZIP3)"
Zm00001d038438,Zm00001d038438,DNA repair metallo-beta-lactamase family protein,AT1G19025,,Zm00001d038438
Zm00001d038439,Zm00001d038439,Serine/threonine-protein kinase ATG1c,AT2G37840,,Zm00001d038439
Zm00001d038440,Zm00001d038440,ribonuclease P family protein,AT2G43190,POP4,Zm00001d038440 (POP4)
Zm00001d038441,Zm00001d038441,F1N21.17,AT1G67350,,Zm00001d038441
Zm00001d038442,Zm00001d038442,Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5,AT1G07090,LSH6,Zm00001d038442 (LSH6)
Zm00001d038444,Zm00001d038444,Transcription factor TCP11,AT3G27010,TCP20,Zm00001d038444 (TCP20)
Zm00001d038445,Zm00001d038445,Glutaredoxin family protein,AT5G58530,,Zm00001d038445
Zm00001d038446,AP2-EREBP-transcription factor 100,Dehydration-responsive element-binding protein 2E,AT1G75490,,AP2-EREBP-transcription factor 100
Zm00001d038447,Zm00001d038447,exocyst subunit exo70 family protein B2,AT5G58430,EXO70B1,Zm00001d038447 (EXO70B1)
Zm00001d038449,Zm00001d038449,Sorting nexin 2B,AT5G58440,SNX2a,Zm00001d038449 (SNX2a)
Zm00001d038451,WRKY-transcription factor 57,Putative WRKY DNA-binding domain superfamily protein,AT2G38470,WRKY33,WRKY-transcription factor 57 (WRKY33)
Zm00001d038452,Zm00001d038452,ENTH/VHS/GAT family protein,AT2G38410,,Zm00001d038452
Zm00001d038453,Zm00001d038453,Putative aminotransferase class III superfamily protein,AT3G08860,PYD4,Zm00001d038453 (PYD4)
Zm00001d038456,Zm00001d038456,Chaperonin,AT2G35110,NAPP,Zm00001d038456 (NAPP)
Zm00001d038457,Zm00001d038457,Putative phototropic-resoponsive NPH3 family protein,,,Zm00001d038457
Zm00001d038459,Zm00001d038459,Putative VHS/GAT domain containing family protein,AT2G38410,,Zm00001d038459
Zm00001d038460,Zm00001d038460,Putative aminotransferase class III superfamily protein,AT2G38400,AGT3,Zm00001d038460 (AGT3)
Zm00001d038463,Zm00001d038463,Replication protein-like,,,Zm00001d038463
Zm00001d038465,Zm00001d038465,Major facilitator superfamily protein,AT2G30300,,Zm00001d038465
Zm00001d038467,replication origin activator1,DNA replication licensing factor MCM3 homolog 2,AT5G46280,MCM3,replication origin activator1 (MCM3)
Zm00001d038469,Zm00001d038469,EPIDERMAL PATTERNING FACTOR-like protein 6,AT2G30370,EPFL6,Zm00001d038469 (EPFL6)
Zm00001d038470,Zm00001d038470,Zinc finger BED domain-containing protein DAYSLEEPER,AT3G42170,DAYSLEEPER,Zm00001d038470 (DAYSLEEPER)
Zm00001d038471,Zm00001d038471,U-box domain-containing protein 16,AT5G01830,SAUR21,Zm00001d038471 (SAUR21)
Zm00001d038473,OVATE-transcription factor 28,Transcription repressor OFP1,AT5G01840,OFP1,OVATE-transcription factor 28 (OFP1)
Zm00001d038475,ribosome export associated1,ribosome export associated1,AT1G67120,MDN1,ribosome export associated1 (MDN1)
Zm00001d038476,alpha expansin5,alpha expansin5,AT1G26770,EXPA10,alpha expansin5 (EXPA10)
Zm00001d038478,defective in anther dehiscence like1,Putative RING zinc finger domain superfamily protein%3B RING-H2 finger protein ATL5A,AT3G10910,DAFL1,defective in anther dehiscence like1 (DAFL1)
Zm00001d038481,Zm00001d038481,Putative leucine-rich repeat receptor-like protein kinase family protein,AT3G56370,,Zm00001d038481
Zm00001d038482,Zm00001d038482,Protein trichome birefringence-like 16,AT5G20680,TBL16,Zm00001d038482 (TBL16)
Zm00001d038484,Zm00001d038484,protein kinase-related,AT4G29180,RHS16,Zm00001d038484 (RHS16)
Zm00001d038485,Zm00001d038485,Serine/threonine-protein kinase STN8 chloroplastic,AT5G01920,STN8,Zm00001d038485 (STN8)
Zm00001d038486,Zm00001d038486,Thioredoxin,AT3G08710,TRX H9,Zm00001d038486 (TRX H9)
Zm00001d038487,Zm00001d038487,Putative leucine-rich repeat receptor-like protein kinase family protein,AT5G58300,,Zm00001d038487
Zm00001d038489,Zm00001d038489,proline-rich family protein,AT3G08670,,Zm00001d038489
Zm00001d038490,Zm00001d038490,V-type proton ATPase subunit E2,AT3G08560,VHA-E2,Zm00001d038490 (VHA-E2)
Zm00001d038491,GNAT-transcription factor 30,Acetyltransferase NSI,AT1G32070,NSI,GNAT-transcription factor 30 (NSI)
Zm00001d038492,Zm00001d038492,DUF2146 family protein,AT2G36250,FTSZ2-1,Zm00001d038492 (FTSZ2-1)
Zm00001d038494,Zm00001d038494,Leucine-rich repeat protein kinase family protein,AT1G06840,,Zm00001d038494
Zm00001d038497,Zm00001d038497,Cyclin-T1-5,AT4G19600,CYCT1;4,Zm00001d038497 (CYCT1;4)
Zm00001d038498,Zm00001d038498,DNA-binding bromodomain-containing protein,,,Zm00001d038498
Zm00001d038502,succinate dehydrogenase9,succinate dehydrogenase9,AT5G66760,SDH1-1,succinate dehydrogenase9 (SDH1-1)
Zm00001d038503,Zm00001d038503,Leucine-rich repeat protein kinase family protein,AT1G06840,,Zm00001d038503
Zm00001d038504,ABI3-VP1-transcription factor 45,Putative B3 domain-containing protein,AT5G58280,,ABI3-VP1-transcription factor 45
Zm00001d038505,Zm00001d038505,Peptidyl-prolyl cis-trans isomerase CYP37 chloroplastic,AT3G15520,,Zm00001d038505
Zm00001d038506,Zm00001d038506,KH domain-containing protein,AT3G08620,,Zm00001d038506
Zm00001d038508,Zm00001d038508,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,AT3G08610,,Zm00001d038508
Zm00001d038509,Zm00001d038509,Whole genome shotgun sequence of line PN40024 scaffold_56.assembly12x (Fragment),AT5G01970,,Zm00001d038509
Zm00001d038510,Zm00001d038510,Pentatricopeptide repeat-containing protein,,,Zm00001d038510
Zm00001d038511,"gibberellin 16,17-oxidase1",gibberellin 1617-oxidase1,AT5G24910,ELA1,"gibberellin 16,17-oxidase1 (ELA1)"
Zm00001d038512,Zm00001d038512,UDP-glycosyltransferase 85A7,AT1G22360,UGT85A2,Zm00001d038512 (UGT85A2)
Zm00001d038513,Zm00001d038513,Transducin/WD40 repeat-like superfamily protein,AT2G38630,,Zm00001d038513
Zm00001d038514,Zm00001d038514,Protein LURP-one-related 8,AT2G38640,,Zm00001d038514
Zm00001d038515,Zm00001d038515,protein; Ribosomal protein-like,AT3G47680,,Zm00001d038515
Zm00001d038517,cation/H+ antiporter 16,Cation/H(+) antiporter 15,AT2G13620,CHX15,cation/H+ antiporter 16 (CHX15)
Zm00001d038518,GRAS-transcription factor 56,Protein SCARECROW,AT3G54220,SGR1,GRAS-transcription factor 56 (SGR1)
Zm00001d038520,Zm00001d038520,protein kinase domain containing protein expressed,AT2G02800,Kin2,Zm00001d038520 (Kin2)
Zm00001d038521,skewed root growth similar3,SKU5  similar 13,AT3G13390,sks11,skewed root growth similar3 (sks11)
Zm00001d038522,Zm00001d038522,Putative leucine-rich repeat receptor-like protein kinase family protein,AT1G79620,,Zm00001d038522
Zm00001d038525,Zm00001d038525,Probable NOT transcription complex subunit VIP2,AT5G59710,VIP2,Zm00001d038525 (VIP2)
Zm00001d038527,G2-like-transcription factor 43,Putative MYB DNA-binding domain superfamily protein,AT5G18240,MYR1,G2-like-transcription factor 43 (MYR1)
Zm00001d038528,Zm00001d038528,RING/U-box superfamily protein,AT1G55530,,Zm00001d038528
Zm00001d038529,ferric-chelate reductase (NADH)2,ferric-chelate reductase (NADH)2,AT5G17770,CBR1,ferric-chelate reductase (NADH)2 (CBR1)
Zm00001d038530,prolyl 4-hydroxylase 9,Putative inositol polyphosphate phosphatase (Synaptogenin-like) family protein,AT5G04980,,prolyl 4-hydroxylase 9
Zm00001d038531,Zm00001d038531,Probable prolyl 4-hydroxylase 4,AT5G18900,,Zm00001d038531
Zm00001d038532,Zm00001d038532,Non-specific lipid transfer protein GPI-anchored 2,AT3G43720,LTPG2,Zm00001d038532 (LTPG2)
Zm00001d038533,centromeric histone H3,centromeric histone H3,AT5G14670,ATARFA1B,centromeric histone H3 (ATARFA1B)
Zm00001d038534,Zm00001d038534,Leucine-rich repeat (LRR) family protein,AT5G21090,,Zm00001d038534
Zm00001d038535,Zm00001d038535,60S ribosomal protein L30-2,AT1G77940,,Zm00001d038535
Zm00001d038536,Zm00001d038536,Endoplasmic reticulum vesicle transporter protein,AT1G36050,,Zm00001d038536
Zm00001d038537,Zm00001d038537,F-box protein,AT4G18380,,Zm00001d038537
Zm00001d038538,Zm00001d038538,Ulp1 protease family C-terminal catalytic domain containing protein expressed,AT2G29620,,Zm00001d038538
Zm00001d038541,set domain gene111,Histone-lysine N-methyltransferase H3 lysine-9 specific SUVH3,AT5G04940,SUVH1,set domain gene111 (SUVH1)
Zm00001d038543,Zm00001d038543,Calmodulin-7,AT5G37780,TCH1,Zm00001d038543 (TCH1)
Zm00001d038544,Zm00001d038544,UDP-glycosyltransferase 88A1,AT1G01390,,Zm00001d038544
Zm00001d038545,calmodulin1,Calmodulin,AT2G41110,CAM2,calmodulin1 (CAM2)
Zm00001d038545,calmodulin1,Calmodulin,AT3G56800,CAM3,calmodulin1 (CAM3)
Zm00001d038546,G2-like-transcription factor 58,Myb family transcription factor PHL7,AT2G01060,,G2-like-transcription factor 58
Zm00001d038547,Zm00001d038547,Glutamate-1-semialdehyde 21-aminomutase 2 chloroplastic,AT3G48730,GSA2,Zm00001d038547 (GSA2)
Zm00001d038549,Zm00001d038549,Putative DUF26-domain receptor-like protein kinase family protein,AT4G05200,CRK25,Zm00001d038549 (CRK25)
Zm00001d038551,Zm00001d038551,Putative DUF26-domain receptor-like protein kinase family protein,AT4G05200,CRK25,Zm00001d038551 (CRK25)
Zm00001d038553,Zm00001d038553,UDP-glycosyltransferase 87A1,AT2G30140,UGT87A2,Zm00001d038553 (UGT87A2)
Zm00001d038554,Zm00001d038554,Nodulin-like protein,AT5G07050,UMAMIT9,Zm00001d038554 (UMAMIT9)
Zm00001d038555,Zm00001d038555,Cytochrome P450 98A3,AT2G40890,CYP98A3,Zm00001d038555 (CYP98A3)
Zm00001d038557,CCAAT-HAP5-transcription factor 510,nuclear factor Y subunit C11,AT3G12480,NF-YC11,CCAAT-HAP5-transcription factor 510 (NF-YC11)
Zm00001d038558,cystatin3,cystatin3,AT3G12490,CYSB,cystatin3 (CYSB)
Zm00001d038561,Zm00001d038561,Vacuolar protein sorting-associated protein 41 homolog,AT1G08190,ZIP2,Zm00001d038561 (ZIP2)
Zm00001d038562,Zm00001d038562,Probable sugar phosphate/phosphate translocator,AT2G25520,,Zm00001d038562
Zm00001d038563,Zm00001d038563,EID1-like F-box protein 3,AT3G63060,EDL3,Zm00001d038563 (EDL3)
Zm00001d038567,Zm00001d038567,Sec20 family protein,AT3G24315,SEC20,Zm00001d038567 (SEC20)
Zm00001d038570,Zm00001d038570,global transcription factor group B1,AT1G65440,GTB1,Zm00001d038570 (GTB1)
Zm00001d038571,Zm00001d038571,Retrovirus-related Pol polyprotein LINE-1,,,Zm00001d038571
Zm00001d038572,Zm00001d038572,zinc ion binding,AT3G02860,,Zm00001d038572
Zm00001d038574,bZIP-transcription factor 73,Basic leucine zipper 24,AT3G51960,BZIP24,bZIP-transcription factor 73 (BZIP24)
Zm00001d038576,Zm00001d038576,Calcium-transporting ATPase 4 plasma membrane-type,AT2G41560,ACA4,Zm00001d038576 (ACA4)
Zm00001d038577,Zm00001d038577,Probable glucan endo-13-beta-glucosidase BG1,AT3G57260,PR2,Zm00001d038577 (PR2)
Zm00001d038578,Zm00001d038578,Mediator of RNA polymerase II transcription subunit 23,AT5G04000,,Zm00001d038578
Zm00001d038579,phosphoglycerate kinase1,Phosphoglycerate kinase,AT1G56190,,phosphoglycerate kinase1
Zm00001d038580,Zm00001d038580,Cyclin-D2-1,AT2G22490,CYCD2;1,Zm00001d038580 (CYCD2;1)
Zm00001d038583,structural maintenance of chromosomes4,Structural maintenance of chromosomes protein,AT5G48600,SMC3,structural maintenance of chromosomes4 (SMC3)
Zm00001d038584,AP2-EREBP-transcription factor 42,Putative AP2/EREBP transcription factor superfamily protein,AT1G28360,ERF12,AP2-EREBP-transcription factor 42 (ERF12)
Zm00001d038585,AP2-EREBP-transcription factor 196,Putative AP2/EREBP transcription factor superfamily protein,AT5G44210,ERF9,AP2-EREBP-transcription factor 196 (ERF9)
Zm00001d038586,Zm00001d038586,Cysteine proteinase inhibitor,,,Zm00001d038586
Zm00001d038587,Zm00001d038587,Protein FRIGIDA-ESSENTIAL 1,AT3G18640,,Zm00001d038587
Zm00001d038589,Zm00001d038589,Glyoxysomal processing protease glyoxysomal,AT1G28320,DEG15,Zm00001d038589 (DEG15)
Zm00001d038591,Zm00001d038591,60S ribosomal protein L10a-1,AT5G22440,,Zm00001d038591
Zm00001d038594,Zm00001d038594,Protein translation factor SUI1 homolog 2,AT1G54290,,Zm00001d038594
Zm00001d038595,Zm00001d038595,myosin heavy chain-related,AT1G50660,,Zm00001d038595
Zm00001d038597,globulin3,globulin3,,,globulin3
Zm00001d038598,Zm00001d038598,Peroxidase 2%3B Peroxidase R15,AT1G05260,RCI3A,Zm00001d038598 (RCI3A)
Zm00001d038599,Zm00001d038599,Peroxidase 1,AT1G05260,RCI3A,Zm00001d038599 (RCI3A)
Zm00001d038600,Zm00001d038600,TraB protein,AT1G05270,,Zm00001d038600
Zm00001d038602,Zm00001d038602,Putative uncharacterized protein,,,Zm00001d038602
Zm00001d038604,Zm00001d038604,UDP glucosyltransferase-1,AT2G15490,UGT73B4,Zm00001d038604 (UGT73B4)
Zm00001d038605,Zm00001d038605,Anthocyanidin 3-O-glucosyltransferase,AT2G36800,UGT73C5,Zm00001d038605 (UGT73C5)
Zm00001d038606,Zm00001d038606,Putative uncharacterized protein,AT3G20680,,Zm00001d038606
Zm00001d038607,Zm00001d038607,Allyl alcohol dehydrogenase-like protein,AT3G59840,,Zm00001d038607
Zm00001d038608,Zm00001d038608,21.7 kDa class VI heat shock protein,AT5G54660,,Zm00001d038608
Zm00001d038609,GRAS-transcription factor 62,Scarecrow-like protein 32,AT3G49950,,GRAS-transcription factor 62
Zm00001d038610,Zm00001d038610,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,AT2G16030,,Zm00001d038610
Zm00001d038612,Zm00001d038612,Transcription factor bHLH112,AT1G61660,,Zm00001d038612
Zm00001d038613,Zm00001d038613,NAD(P)H dehydrogenase (quinone) FQR1,AT5G54500,FQR1,Zm00001d038613 (FQR1)
Zm00001d038616,Zm00001d038616,ER6 protein,AT1G11360,,Zm00001d038616
Zm00001d038617,Zm00001d038617,SPOROCYTELESS-like EAR-containing protein 1,,,Zm00001d038617
Zm00001d038618,Zm00001d038618,Cyclic nucleotide-gated ion channel 4,AT5G54250,HLM1,Zm00001d038618 (HLM1)
Zm00001d038620,glycerol-3-phosphate acyltransferase 21,Probable 1-acyl-sn-glycerol-3-phosphate acyltransferase 4,AT3G18850,LPAT5,glycerol-3-phosphate acyltransferase 21 (LPAT5)
Zm00001d038622,Zm00001d038622,nuclear assembly factor 1,AT1G03530,NAF1,Zm00001d038622 (NAF1)
Zm00001d038623,Zm00001d038623,Secretory carrier-associated membrane protein 3,AT2G20840,SCAMP3,Zm00001d038623 (SCAMP3)
Zm00001d038625,sulfite reductase1,sulfite reductase1,AT5G04590,SIR,sulfite reductase1 (SIR)
Zm00001d038630,Zm00001d038630,Sphinganine C4-monooxygenase 1,AT1G14290,SBH2,Zm00001d038630 (SBH2)
Zm00001d038634,Zm00001d038634,OSJNBa0063G07.3 protein; OSJNBa0082E08.9 protein;  protein,AT1G65680,EXPB2,Zm00001d038634 (EXPB2)
Zm00001d038640,Zm00001d038640,OSJNBa0063G07.3 protein; OSJNBa0082E08.9 protein;  protein,,,Zm00001d038640
Zm00001d038642,Zm00001d038642,Protein SULFUR DEFICIENCY-INDUCED 1,AT5G48850,ATSDI1,Zm00001d038642 (ATSDI1)
Zm00001d038643,Zm00001d038643,Actin cross-linking protein,AT1G27100,,Zm00001d038643
Zm00001d038644,Zm00001d038644,Protein RNA-directed DNA methylation 3,AT5G04290,SPT5L,Zm00001d038644 (SPT5L)
Zm00001d038645,Zm00001d038645,GDSL esterase/lipase,AT1G28590,,Zm00001d038645
Zm00001d038646,Zm00001d038646,Brix domain-containing protein 1,AT3G23620,,Zm00001d038646
Zm00001d038648,Calreticulin3,Calreticulin-3,AT1G08450,PSL1,Calreticulin3 (PSL1)
Zm00001d038649,Zm00001d038649,14-3-3-like protein GF14 nu,AT5G38480,RCI1,Zm00001d038649 (RCI1)
Zm00001d038650,cysteine protease30,xylem bark cysteine peptidase 3,AT1G09850,XBCP3,cysteine protease30 (XBCP3)
Zm00001d038651,Zm00001d038651,Jacalin-related lectin 3,AT1G19715,,Zm00001d038651
Zm00001d038652,Zm00001d038652,Thioredoxin H4,AT5G42980,TRXH3,Zm00001d038652 (TRXH3)
Zm00001d038655,Zm00001d038655,TRAF-like superfamily protein,AT5G43560,,Zm00001d038655
Zm00001d038657,Zm00001d038657,P-loop containing nucleoside triphosphate hydrolases superfamily protein,AT1G06750,,Zm00001d038657
Zm00001d038658,Zm00001d038658,NADH dehydrogenase [ubiquinone] flavoprotein 2 mitochondrial,AT4G02580,,Zm00001d038658
